Service Prefix,Action,Combined
lookoutmetrics,PutFeedback,lookoutmetrics:PutFeedback
lookoutmetrics,TagResource,lookoutmetrics:TagResource
lookoutmetrics,AnomalyDetector,lookoutmetrics:AnomalyDetector
lookoutmetrics,MetricSet,lookoutmetrics:MetricSet
lookoutmetrics,UntagResource,lookoutmetrics:UntagResource
lookoutmetrics,AnomalyDetector,lookoutmetrics:AnomalyDetector
lookoutmetrics,MetricSet,lookoutmetrics:MetricSet
lookoutmetrics,UpdateAlert,lookoutmetrics:UpdateAlert
lookoutmetrics,UpdateAnomalyDetector,lookoutmetrics:UpdateAnomalyDetector
lookoutmetrics,UpdateMetricSet,lookoutmetrics:UpdateMetricSet
lookoutvision,CreateDataset,lookoutvision:CreateDataset
lookoutvision,CreateModel,lookoutvision:CreateModel
lookoutvision,CreateProject,lookoutvision:CreateProject
lookoutvision,DeleteDataset,lookoutvision:DeleteDataset
lookoutvision,DeleteModel,lookoutvision:DeleteModel
lookoutvision,DeleteProject,lookoutvision:DeleteProject
lookoutvision,DescribeDataset,lookoutvision:DescribeDataset
lookoutvision,DescribeModel,lookoutvision:DescribeModel
lookoutvision,DescribeModelPackagingJob,lookoutvision:DescribeModelPackagingJob
lookoutvision,DescribeProject,lookoutvision:DescribeProject
lookoutvision,DescribeTrialDetection,lookoutvision:DescribeTrialDetection
lookoutvision,DetectAnomalies,lookoutvision:DetectAnomalies
lookoutvision,ListDatasetEntries,lookoutvision:ListDatasetEntries
lookoutvision,ListModelPackagingJobs,lookoutvision:ListModelPackagingJobs
lookoutvision,ListModels,lookoutvision:ListModels
lookoutvision,ListProjects,lookoutvision:ListProjects
lookoutvision,ListTagsForResource,lookoutvision:ListTagsForResource
lookoutvision,ListTrialDetections,lookoutvision:ListTrialDetections
lookoutvision,StartModel,lookoutvision:StartModel
lookoutvision,StartModelPackagingJob,lookoutvision:StartModelPackagingJob
lookoutvision,StartTrialDetection,lookoutvision:StartTrialDetection
lookoutvision,StopModel,lookoutvision:StopModel
lookoutvision,TagResource,lookoutvision:TagResource
lookoutvision,UntagResource,lookoutvision:UntagResource
lookoutvision,UpdateDatasetEntries,lookoutvision:UpdateDatasetEntries
machinelearning,AddTags,machinelearning:AddTags
machinelearning,CreateBatchPrediction,machinelearning:CreateBatchPrediction
machinelearning,CreateDataSourceFromRDS,machinelearning:CreateDataSourceFromRDS
machinelearning,CreateDataSourceFromRedshift,machinelearning:CreateDataSourceFromRedshift
machinelearning,CreateDataSourceFromS3,machinelearning:CreateDataSourceFromS3
machinelearning,CreateEvaluation,machinelearning:CreateEvaluation
machinelearning,CreateMLModel,machinelearning:CreateMLModel
machinelearning,CreateRealtimeEndpoint,machinelearning:CreateRealtimeEndpoint
machinelearning,DeleteBatchPrediction,machinelearning:DeleteBatchPrediction
machinelearning,DeleteDataSource,machinelearning:DeleteDataSource
machinelearning,DeleteEvaluation,machinelearning:DeleteEvaluation
machinelearning,DeleteMLModel,machinelearning:DeleteMLModel
machinelearning,DeleteRealtimeEndpoint,machinelearning:DeleteRealtimeEndpoint
machinelearning,DeleteTags,machinelearning:DeleteTags
machinelearning,DescribeBatchPredictions,machinelearning:DescribeBatchPredictions
machinelearning,DescribeDataSources,machinelearning:DescribeDataSources
machinelearning,DescribeEvaluations,machinelearning:DescribeEvaluations
machinelearning,DescribeMLModels,machinelearning:DescribeMLModels
machinelearning,DescribeTags,machinelearning:DescribeTags
machinelearning,GetBatchPrediction,machinelearning:GetBatchPrediction
machinelearning,GetDataSource,machinelearning:GetDataSource
machinelearning,GetEvaluation,machinelearning:GetEvaluation
machinelearning,GetMLModel,machinelearning:GetMLModel
machinelearning,UpdateBatchPrediction,machinelearning:UpdateBatchPrediction
machinelearning,UpdateDataSource,machinelearning:UpdateDataSource
machinelearning,UpdateEvaluation,machinelearning:UpdateEvaluation
machinelearning,UpdateMLModel,machinelearning:UpdateMLModel
macie2,AcceptInvitation,macie2:AcceptInvitation
macie2,BatchGetCustomDataIdentifiers,macie2:BatchGetCustomDataIdentifiers
macie2,CreateAllowList,macie2:CreateAllowList
macie2,CreateClassificationJob,macie2:CreateClassificationJob
macie2,CreateCustomDataIdentifier,macie2:CreateCustomDataIdentifier
macie2,CreateFindingsFilter,macie2:CreateFindingsFilter
macie2,CreateInvitations,macie2:CreateInvitations
macie2,CreateMember,macie2:CreateMember
macie2,CreateSampleFindings,macie2:CreateSampleFindings
macie2,DeclineInvitations,macie2:DeclineInvitations
macie2,DeleteAllowList,macie2:DeleteAllowList
macie2,DeleteCustomDataIdentifier,macie2:DeleteCustomDataIdentifier
macie2,DeleteFindingsFilter,macie2:DeleteFindingsFilter
macie2,DeleteInvitations,macie2:DeleteInvitations
macie2,DeleteMember,macie2:DeleteMember
macie2,DescribeBuckets,macie2:DescribeBuckets
macie2,DescribeClassificationJob,macie2:DescribeClassificationJob
macie2,DescribeOrganizationConfiguration,macie2:DescribeOrganizationConfiguration
macie2,DisableMacie,macie2:DisableMacie
macie2,DisableOrganizationAdminAccount,macie2:DisableOrganizationAdminAccount
macie2,DisassociateFromAdministratorAccount,macie2:DisassociateFromAdministratorAccount
macie2,DisassociateFromMasterAccount,macie2:DisassociateFromMasterAccount
macie2,DisassociateMember,macie2:DisassociateMember
macie2,EnableMacie,macie2:EnableMacie
macie2,EnableOrganizationAdminAccount,macie2:EnableOrganizationAdminAccount
macie2,GetAdministratorAccount,macie2:GetAdministratorAccount
macie2,GetAllowList,macie2:GetAllowList
macie2,GetAutomatedDiscoveryConfiguration,macie2:GetAutomatedDiscoveryConfiguration
macie2,GetBucketStatistics,macie2:GetBucketStatistics
macie2,GetClassificationExportConfiguration,macie2:GetClassificationExportConfiguration
macie2,GetClassificationScope,macie2:GetClassificationScope
macie2,GetCustomDataIdentifier,macie2:GetCustomDataIdentifier
macie2,GetFindingStatistics,macie2:GetFindingStatistics
macie2,GetFindings,macie2:GetFindings
macie2,GetFindingsFilter,macie2:GetFindingsFilter
macie2,GetFindingsPublicationConfiguration,macie2:GetFindingsPublicationConfiguration
macie2,GetInvitationsCount,macie2:GetInvitationsCount
macie2,GetMacieSession,macie2:GetMacieSession
macie2,GetMasterAccount,macie2:GetMasterAccount
macie2,GetMember,macie2:GetMember
macie2,GetResourceProfile,macie2:GetResourceProfile
macie2,GetRevealConfiguration,macie2:GetRevealConfiguration
macie2,GetSensitiveDataOccurrences,macie2:GetSensitiveDataOccurrences
macie2,GetSensitiveDataOccurrencesAvailability,macie2:GetSensitiveDataOccurrencesAvailability
macie2,GetSensitivityInspectionTemplate,macie2:GetSensitivityInspectionTemplate
macie2,GetUsageStatistics,macie2:GetUsageStatistics
macie2,GetUsageTotals,macie2:GetUsageTotals
macie2,ListAllowLists,macie2:ListAllowLists
macie2,ListClassificationJobs,macie2:ListClassificationJobs
macie2,ListClassificationScopes,macie2:ListClassificationScopes
macie2,ListCustomDataIdentifiers,macie2:ListCustomDataIdentifiers
macie2,ListFindings,macie2:ListFindings
macie2,ListFindingsFilters,macie2:ListFindingsFilters
macie2,ListInvitations,macie2:ListInvitations
macie2,ListManagedDataIdentifiers,macie2:ListManagedDataIdentifiers
macie2,ListMembers,macie2:ListMembers
macie2,ListOrganizationAdminAccounts,macie2:ListOrganizationAdminAccounts
macie2,ListResourceProfileArtifacts,macie2:ListResourceProfileArtifacts
macie2,ListResourceProfileDetections,macie2:ListResourceProfileDetections
macie2,ListSensitivityInspectionTemplates,macie2:ListSensitivityInspectionTemplates
macie2,ListTagsForResource,macie2:ListTagsForResource
macie2,ClassificationJob,macie2:ClassificationJob
macie2,CustomDataIdentifier,macie2:CustomDataIdentifier
macie2,FindingsFilter,macie2:FindingsFilter
macie2,PutClassificationExportConfiguration,macie2:PutClassificationExportConfiguration
macie2,PutFindingsPublicationConfiguration,macie2:PutFindingsPublicationConfiguration
macie2,SearchResources,macie2:SearchResources
macie2,TagResource,macie2:TagResource
macie2,ClassificationJob,macie2:ClassificationJob
macie2,CustomDataIdentifier,macie2:CustomDataIdentifier
macie2,FindingsFilter,macie2:FindingsFilter
macie2,TestCustomDataIdentifier,macie2:TestCustomDataIdentifier
macie2,UntagResource,macie2:UntagResource
macie2,ClassificationJob,macie2:ClassificationJob
macie2,CustomDataIdentifier,macie2:CustomDataIdentifier
